,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
5136,3880,24,1,1,85,10042,1,6,2013,0,0,8299,9128,246,0,6,394027.3
2343,1863,16,1,1,22,59808,7,5,2010,1,0,2578,4996,490,0,0,190783.0
2120,94744,36,0,1,12,32003,5,6,2010,1,1,252,2959,212,1,10,9477533.0
1524,44726,77,0,1,73,53094,10,7,1991,0,0,1142,6377,496,1,5,4480483.1
7617,16551,19,0,0,65,87457,5,5,2017,1,0,2960,4783,900,0,4,1659456.7
153,91047,45,0,0,65,41065,8,2,1999,0,0,7241,1060,757,1,1,9109264.9
481,6704,83,1,1,59,94479,8,10,2012,1,1,7171,3023,822,1,1,682123.2
6122,38551,8,1,1,74,55782,9,1,2002,0,0,7991,2202,133,0,0,3867229.2
7674,39383,13,0,0,97,45027,10,9,1994,0,1,33,3355,864,1,8,3948123.4
7101,50974,80,0,0,39,86068,3,1,1993,0,1,5557,3422,947,1,10,5100640.3
1762,21796,25,0,1,8,21907,4,3,2009,1,0,2344,8818,302,1,6,2184961.9
7715,85883,94,0,0,63,71589,5,4,1991,0,1,4613,9853,793,0,5,8590524.1
9081,61141,97,0,1,83,8703,7,4,1997,0,0,1208,3713,333,0,5,6121399.7
7479,9833,23,1,0,66,99623,5,7,2003,1,1,3157,6328,895,0,9,990437.3
6212,41441,21,1,0,88,92629,4,9,1990,0,1,2349,9601,292,1,5,4156420.0
4853,3996,65,0,0,37,80458,5,4,1999,0,0,3247,3166,101,1,0,402010.9
2711,26073,59,0,1,23,95318,10,10,2006,0,0,1018,1776,420,1,8,2612190.6
6766,83281,55,1,0,2,63544,8,7,2015,0,1,245,5013,152,0,6,8332688.5
4150,23248,3,1,1,20,62473,5,10,1993,1,0,9164,9939,855,0,2,2331235.3
1333,43262,98,1,1,86,85312,4,4,2016,0,1,310,30,677,1,6,4338500.6
8378,78847,12,1,0,30,58735,7,8,2005,1,0,4919,2179,424,0,8,7888002.5
9389,60250,79,1,0,16,37239,4,1,2019,1,1,8429,899,149,1,2,6031090.9
9707,63297,8,0,1,23,8537,3,10,1991,1,0,1777,5406,525,1,0,6336856.1
9121,6009,55,0,1,56,24848,6,7,2019,1,1,3216,1084,679,1,9,610176.9
3850,75504,19,1,0,62,34162,6,1,2020,1,0,3815,841,968,0,1,7558113.0
8340,52178,15,1,0,96,73210,10,7,2018,0,0,4680,8200,332,0,10,5228450.8
4124,51058,63,0,1,26,31908,6,4,2009,1,1,7111,5374,676,0,2,5109865.9
8963,43251,88,0,0,43,60814,3,10,2001,0,0,2001,4900,791,0,3,4326826.1
4788,10051,10,1,0,34,24751,10,4,1998,0,0,4642,5231,450,0,5,1010724.8
2866,48642,56,1,0,87,67962,5,3,2020,0,0,3600,2728,145,0,7,4869835.0
1386,87547,11,0,0,81,68456,1,4,2008,0,0,7269,1015,715,1,4,8756084.8
5941,15321,53,0,0,8,57521,1,4,2014,1,1,2829,2827,853,1,1,1533279.4
3067,93568,51,1,0,31,54245,5,5,2017,0,0,2633,2275,317,1,7,9362309.7
9058,75293,31,0,0,89,91810,4,3,2021,1,1,2893,6950,166,1,6,7535976.1
3629,70068,31,1,1,100,3231,10,4,2004,1,1,7170,1743,658,0,0,7015755.4
9455,9517,74,0,0,29,14348,2,5,2018,1,1,7731,4629,636,0,8,953039.8
8949,81639,62,0,0,15,62214,3,4,2009,0,1,2068,176,438,0,6,8165695.9
3028,86183,10,1,1,31,5386,7,10,2010,0,0,8389,8395,637,0,0,8624347.0
2969,76316,99,0,0,56,27703,7,1,1995,0,0,9431,262,566,1,2,7634333.5
8646,57210,10,1,0,49,28837,10,2,2000,0,1,4533,5822,710,1,8,5728623.0
6136,62805,89,0,1,67,53836,3,7,1999,0,1,9898,1555,877,0,8,6288112.9
8801,62598,39,1,1,83,207,2,3,2008,1,0,4585,7347,405,0,7,6271214.8
4263,93706,50,0,0,59,5353,3,6,1999,1,1,688,9514,542,0,0,9376364.9
645,26440,41,0,1,58,94901,3,7,2016,0,0,5613,1327,132,0,5,2651410.6
9653,71332,68,1,0,62,92717,2,2,1995,1,0,644,6124,676,0,9,7141075.5
2074,17818,61,0,1,32,86721,3,5,1998,0,1,2631,1246,329,0,2,1785818.8
341,17633,28,0,0,83,83228,6,2,2013,1,0,1644,8999,162,1,2,1767487.3
8041,60067,78,0,0,20,83189,2,1,2002,1,0,7403,829,638,0,7,6008200.2
1622,22004,18,0,1,24,72132,1,3,2012,1,1,2283,1132,377,0,3,2206727.2
7141,76859,82,1,0,13,73715,2,9,1996,0,1,9005,4019,826,1,1,7687938.6
5796,34208,43,1,1,2,3418,10,1,2013,0,0,5868,1404,508,1,0,3428754.3
7184,97653,53,0,1,76,29078,2,5,2006,1,1,415,2055,137,1,7,9776232.6
8232,54000,100,1,1,25,76760,5,4,1994,1,0,3108,9254,712,1,10,5407486.4
5475,41759,49,0,1,64,50167,3,10,1995,0,1,7628,3413,557,1,4,4181321.5
9252,72527,14,1,1,12,84533,9,6,1995,1,0,8820,9541,418,0,7,7256618.5
74,71591,20,1,0,58,46834,7,4,1998,0,0,6486,3310,366,0,0,7165980.8
8633,3206,100,1,0,72,45319,1,7,1990,0,0,8185,9120,343,1,8,331095.0
9229,99552,28,1,1,49,50409,10,1,1993,1,0,1361,1127,525,1,6,9964331.3
2051,91266,17,0,0,21,39977,4,10,1992,1,1,7969,7278,880,1,5,9128050.2
2541,982,83,0,0,96,88937,7,8,1990,0,0,224,6186,350,0,1,101341.0
1301,93132,93,1,1,35,12062,10,9,1998,0,1,2064,2720,315,1,5,9320824.8
5877,44653,35,0,1,78,75252,1,1,2002,0,0,9351,6088,266,0,2,4473832.2
7368,48660,17,1,0,16,82778,8,5,1991,1,1,5642,6429,500,0,8,4869321.1
1304,12664,49,1,1,27,24533,6,3,1997,0,0,5096,8834,332,0,10,1276391.7
8428,61543,22,0,1,11,95902,7,4,2017,1,0,3733,9677,614,0,5,6158002.7
9094,92782,26,1,1,77,58537,1,10,1990,1,1,5183,2000,493,0,5,9287161.0
2599,64720,75,1,0,18,37108,7,9,1990,0,1,5702,8093,453,1,7,6478034.0
2573,22822,15,0,0,55,55916,1,9,2010,1,0,5197,8415,590,1,7,2285071.0
3186,88387,59,1,0,40,55379,8,3,1994,0,0,2808,9635,494,1,3,8845142.4
2768,51340,5,0,0,73,18912,3,2,1999,0,0,9791,1480,711,1,6,5138145.9
4831,52525,13,1,0,82,24366,8,7,1999,0,1,7750,3265,776,0,9,5257813.9
4223,29878,100,1,0,51,44771,4,4,1994,1,0,9298,299,443,0,0,2992696.4
9649,5135,71,0,1,26,84277,4,8,2010,0,0,4010,169,597,1,1,517460.0
2106,37944,37,0,1,54,30467,3,9,1995,1,0,7627,4770,153,1,8,3799916.5
2679,57072,87,0,0,32,99233,2,6,2013,0,0,3694,7923,317,1,1,5710445.3
1387,10496,32,0,1,39,98562,3,4,2007,1,1,7069,4886,473,1,0,1056525.7
8931,69806,14,0,0,66,18070,3,7,2020,0,0,4158,2960,898,1,2,6986562.0
9659,16576,38,0,1,94,61805,7,6,1996,0,1,8562,64,509,0,1,1667807.6
7083,66720,96,0,1,12,28034,4,5,1991,0,1,6276,7188,392,0,5,6675714.1
1279,25662,30,1,0,28,88555,10,6,1992,0,0,5062,5065,857,1,8,2572373.2
804,84540,46,1,0,66,296,6,8,1990,1,0,817,6063,635,0,4,8459024.0
1555,52429,24,1,1,42,518,6,9,2018,0,1,1481,5305,490,0,2,5253024.8
9486,40816,27,0,1,86,72459,8,9,2014,1,1,7170,1194,692,0,9,4088073.4
4566,40394,87,1,0,30,36212,3,6,2021,1,1,743,1721,567,0,6,4046533.1
9669,41702,75,0,0,6,12902,4,6,2014,1,1,8785,8869,873,0,1,4171457.4
4841,62613,56,0,0,69,74669,9,6,2019,0,0,6845,3986,245,1,2,6268368.9
3594,92445,92,1,0,43,46253,8,2,2017,1,0,283,1114,989,0,4,9249510.7
6035,37822,23,0,0,71,28785,4,10,2011,1,1,384,9476,814,1,9,3785912.1
6852,13073,86,1,1,21,82623,10,6,2001,1,0,3203,5874,410,0,9,1316580.1
8705,99075,38,0,1,16,15401,10,5,2017,1,1,8181,6123,413,0,7,9911312.7
4177,86022,19,1,1,35,7134,3,3,2008,1,1,4260,9025,970,1,2,8609199.8
1308,42943,27,1,1,82,97069,8,5,1994,0,1,1203,4839,294,1,5,4303486.4
3452,37677,5,1,1,32,13879,10,5,2002,1,0,5108,973,102,0,8,3776536.2
3695,62001,13,0,0,74,63777,3,2,1992,1,0,1318,4442,340,0,1,6204127.2
4242,87788,65,1,0,58,17757,9,3,2009,0,1,8015,4231,635,0,6,8784201.9
2198,33512,28,1,0,46,96775,4,8,2007,1,0,1795,7799,587,0,8,3355634.7
4425,1803,30,0,0,10,35491,9,2,1991,0,0,9587,1716,959,1,0,181859.1
6150,31160,53,1,0,64,984,10,10,1993,0,0,7925,1189,234,0,0,3125704.3
943,87957,56,0,1,46,75631,2,9,2014,1,0,1335,6810,128,1,6,8800891.4
822,18972,70,1,0,3,42286,3,3,2010,0,1,8253,1477,618,0,4,1902042.0
5005,13353,17,1,0,18,8213,3,3,2011,0,1,6437,7675,559,0,6,1338753.1
6612,72319,69,1,1,53,61094,8,9,2021,0,1,5644,4140,982,1,6,7245147.1
8356,48577,76,1,0,20,96540,10,7,2017,0,0,2025,2478,681,1,0,4862984.7
5619,46322,61,0,0,1,7924,3,5,2005,0,1,8312,6675,546,0,5,4632807.5
4547,22323,33,0,1,67,74635,8,3,1996,0,0,126,3171,449,0,5,2240559.6
2538,78992,42,1,0,68,18067,2,10,1996,1,1,2628,86,243,1,10,7903591.6
5207,37491,53,1,0,53,92515,1,7,2006,1,1,689,2715,620,0,3,3756011.6
9514,92853,77,0,1,50,297,2,5,2005,0,0,6201,1459,528,1,10,9292239.5
9009,81112,91,0,1,20,23925,5,2,1995,1,1,5331,2507,668,1,6,8117647.5
3054,51757,81,0,0,35,47245,1,1,2002,1,0,2500,3378,510,1,4,5177725.2
3675,60226,79,1,1,80,93097,3,4,2016,0,0,2349,9557,285,0,5,6035968.6
7776,24578,60,0,1,4,8957,5,3,2000,0,0,3695,110,662,1,4,2463051.0
7218,8282,84,0,1,57,37138,5,6,1991,0,0,8604,6303,568,0,9,836291.1
6722,68947,89,1,0,17,21433,6,8,1996,0,0,1074,6811,643,1,3,6899120.6
3300,16478,5,1,0,64,64114,8,9,2009,1,0,8696,6919,396,1,9,1651205.9
3310,85444,35,0,1,97,59176,9,1,2002,0,1,366,3582,901,0,5,8553656.2
7221,13642,64,1,1,97,82965,6,7,2017,1,1,4827,9316,143,0,4,1373231.7
8519,78934,44,0,0,22,57594,4,3,1996,0,0,6556,7690,870,0,3,7895339.6
5954,60450,32,1,0,31,86523,1,9,1996,0,0,3105,9696,688,0,4,6051258.6
832,81860,68,1,0,65,95833,10,5,2000,0,1,5409,8288,870,1,7,8190448.0
3462,5132,54,1,1,42,95955,6,1,2018,0,0,3199,5389,215,1,2,520566.8
7643,38900,54,0,1,68,53402,7,8,2012,0,0,2476,7537,148,1,0,3899539.2
54,31421,29,0,1,68,67505,5,3,1999,1,1,8949,2080,630,0,5,3147829.9
3451,33742,65,1,0,98,39875,6,9,1993,0,0,5601,9272,699,0,2,3385270.3
6305,96329,51,0,1,80,87241,4,2,2021,0,0,1353,3411,373,1,10,9643766.1
1481,54645,96,0,0,23,82959,4,4,2007,1,0,6195,7354,645,1,0,5466135.7
4873,38486,88,0,0,50,91921,2,9,2021,1,1,6167,3079,304,1,9,3850352.1
8038,59417,77,1,1,5,92223,4,5,2021,0,1,6043,602,151,0,8,5948856.1
3335,24511,39,0,0,42,59602,8,5,2015,1,1,4237,7894,185,0,4,2454663.5
6016,10503,94,0,1,95,71900,3,3,1995,0,0,7455,7622,438,0,2,1058224.5
4926,137,32,0,1,47,40384,5,1,2021,0,1,6831,1323,242,0,9,21201.1
5797,21442,42,0,0,16,67178,7,6,2018,1,1,4095,1161,534,1,3,2145503.8
9831,19219,26,0,1,11,75287,2,10,1994,0,1,2900,6325,383,0,0,1926624.4
5083,65322,24,1,1,67,10507,9,3,2015,0,1,4968,7739,923,0,3,6543253.5
6645,1754,87,1,0,70,61786,1,6,2013,1,1,5466,4262,355,1,2,185004.3
5490,5820,41,1,0,78,72073,1,4,2010,1,0,5270,9562,435,1,9,592006.0
768,38030,53,0,0,4,13524,5,2,1990,1,1,7981,841,564,0,2,3803961.0
2065,85926,3,1,1,35,22374,4,4,2012,0,0,6592,8541,543,0,1,8601212.2
9500,93656,45,0,1,34,88235,3,7,1997,1,1,9808,1333,156,0,6,9372651.7
7311,38190,99,1,1,13,92961,8,10,2003,1,1,8081,7497,462,0,8,3825454.3
8477,81247,42,0,1,14,71916,5,10,2002,0,1,3176,767,377,1,2,8127330.2
4524,69554,27,1,1,89,15443,6,8,2014,0,0,6903,8501,420,1,6,6965658.4
2717,77421,70,0,0,6,53863,4,10,2011,0,1,6219,7859,194,1,2,7743163.1
2079,75762,87,0,0,10,72679,4,4,2014,0,1,9116,8746,119,1,8,7577001.4
8914,82117,58,0,1,33,70276,7,8,1994,1,1,5285,8336,814,1,7,8217020.4
951,35447,94,0,0,57,66046,8,5,2017,0,1,52,1540,437,1,5,3550859.7
8058,28435,46,0,0,50,72431,4,9,1998,0,0,1244,7263,698,1,4,2845599.8
2482,1405,96,1,1,16,73434,8,4,1998,0,1,6851,481,538,0,8,148112.8
1759,63505,37,1,0,5,794,10,9,1999,1,0,1791,981,547,1,4,6354413.9
4422,4351,2,0,0,10,45952,7,1,1997,1,0,9610,6846,918,0,8,436269.7
6704,44227,21,0,0,73,9845,6,5,1999,0,1,1100,3132,155,1,4,4424786.9
5182,54753,100,1,0,84,92097,8,1,2000,0,1,8285,9972,281,0,9,5482557.0
8533,63066,53,1,0,27,68230,2,2,2003,1,1,587,7987,608,1,7,6313110.3
3701,11620,60,1,0,67,31122,10,8,2002,1,0,6584,9393,206,0,5,1169300.2
4243,1702,55,1,0,17,28605,10,7,2018,1,1,2647,7509,550,0,8,174792.8
688,84503,53,1,1,10,75818,1,6,2004,1,1,1017,9932,332,0,4,8455991.4
3432,73769,84,1,0,27,32273,2,7,1994,1,1,8290,4278,243,0,6,7385023.4
4944,11757,57,1,1,5,10613,6,5,1993,1,1,2326,7969,760,0,3,1183388.3
966,79363,63,0,1,21,23353,5,9,2020,0,1,3943,1806,665,0,7,7939687.0
9484,47582,51,1,1,77,38250,1,5,2017,0,0,8450,5075,797,0,4,4771608.7
2713,39627,29,0,0,44,50402,4,2,2008,1,0,2974,9263,982,0,6,3964708.8
4757,26611,68,0,0,21,89588,2,2,2012,0,0,1184,8776,856,0,2,2662493.2
9545,78088,53,0,0,6,67157,7,4,1994,0,0,5869,20,248,1,7,7809475.4
6320,42113,92,1,0,37,88214,10,9,2018,1,1,7965,3253,601,0,1,4217469.8
5975,71001,74,0,0,46,87640,9,6,1998,1,1,3398,8198,245,0,4,7104645.8
3572,24321,59,1,0,51,23189,6,2,2013,1,1,8292,5226,594,0,8,2440786.3
5299,66819,4,1,1,54,83602,8,10,2009,1,0,2132,4775,761,1,3,6694413.9
1990,53645,57,0,0,14,14088,7,2,2015,1,0,9030,2592,885,0,7,5366189.5
1205,62247,100,0,0,68,42837,6,4,2010,1,0,3823,9718,907,1,7,6231793.0
4971,59545,65,0,1,21,90618,1,10,2020,0,1,5558,5073,642,0,9,5958908.0
6783,89946,39,1,0,50,18073,10,4,2006,0,0,6744,3799,520,0,6,9002540.6
3600,77857,14,0,0,20,3971,6,10,2002,0,1,1608,437,627,1,3,7788400.2
6490,47258,43,0,0,13,50259,8,7,1995,0,0,7398,3146,192,0,1,4727374.5
8609,63891,41,1,1,24,77669,10,2,2020,1,0,7812,7428,171,1,4,6398575.0
9978,19778,40,0,0,96,41731,7,3,2012,1,1,9320,1093,652,1,4,1980095.2
8070,98668,60,0,1,71,20711,2,10,1999,1,1,5336,7793,422,1,2,9873946.9
8577,25892,8,0,0,99,74322,8,4,2020,0,0,5495,8674,739,1,0,2593267.0
7973,22059,41,0,1,6,20381,1,4,2001,1,0,2482,7183,645,1,9,2208141.1
1625,40694,99,1,1,18,57581,8,7,1999,0,1,338,3042,724,0,9,4077703.9
536,57897,21,1,0,96,98705,4,3,1993,0,0,3678,5344,910,0,6,5801637.3
8766,95492,65,1,1,77,94205,9,2,1997,1,1,8248,5604,376,0,10,9563379.7
7970,92738,64,1,0,32,45241,4,4,2013,0,1,906,8430,350,0,5,9279946.3
4212,45149,7,0,0,76,71965,8,2,2001,1,1,9113,2206,866,0,0,4522816.1
6456,16187,17,1,1,10,78230,9,2,2008,0,0,7265,2708,656,1,1,1625626.8
3507,67216,72,1,0,60,50487,10,6,2016,0,0,1579,316,937,1,3,6729066.6
8393,6940,24,0,0,17,14844,7,9,2014,0,0,1437,7374,253,0,8,695809.4
7112,9840,58,0,1,36,85453,1,6,2012,1,1,6545,2563,446,0,0,990892.2
2708,20311,23,1,1,87,59363,10,1,2017,0,1,1558,2913,931,0,7,2039188.7
5031,30217,36,1,1,73,1618,6,5,2014,1,0,5031,1199,498,1,1,3033408.4
6514,57939,26,1,1,73,88128,8,3,2011,0,1,5502,3861,965,0,0,5805607.1
4662,87276,51,1,1,43,50903,2,2,1992,0,0,8005,7138,113,0,10,8737247.2
4021,50799,42,0,0,12,17552,7,5,2017,0,0,5561,1945,764,0,5,5080967.7
1854,97435,90,1,0,67,62817,2,3,1990,0,0,2229,9850,197,1,8,9752191.0
9425,67527,38,1,0,57,72494,5,7,2005,0,0,4421,7701,417,1,7,6758641.5
2872,41848,55,1,1,99,5880,6,1,1992,0,1,2330,3066,861,0,0,4200544.2
3030,26958,32,1,1,40,49753,8,2,2001,0,1,9038,919,575,0,0,2706761.1
1645,72781,12,0,0,25,44361,10,2,2019,1,1,2119,3025,270,1,1,7280626.9
3417,29366,22,0,0,63,38089,3,3,2017,0,0,6351,9159,709,0,9,2941676.7
3476,13423,62,0,0,32,21308,1,6,2007,0,1,5986,711,470,0,10,1344222.7
9552,54715,74,0,0,38,6441,2,4,1997,0,1,5908,4317,776,0,7,5472607.7
1792,27803,8,0,1,75,93214,10,7,2008,1,0,2798,9431,228,0,6,2784033.8
3797,76021,95,0,0,60,93388,2,1,2010,1,0,1192,1780,163,0,2,7603621.0
3368,50024,73,1,0,80,91275,1,10,2004,0,0,9924,6654,214,1,0,5010562.4
7196,92563,15,1,0,84,94496,4,4,2016,1,1,1455,2541,249,1,10,9263168.6
9641,58304,1,0,1,13,52299,7,6,1996,0,0,2895,1022,158,1,10,5836868.6
5109,13166,33,0,0,80,33060,2,3,2019,0,1,4804,6606,1000,1,8,1323421.9
6024,12838,35,1,0,10,47345,1,2,2014,1,0,9562,8822,666,1,5,1286311.4
8795,74489,96,0,0,86,27113,1,2,2019,1,0,8704,1119,652,0,9,7450211.9
9294,81600,46,1,0,16,36380,6,2,2008,1,0,1841,591,427,1,2,8163638.8
126,18470,20,1,1,73,9406,3,1,2000,1,0,4089,9245,905,1,6,1852115.0
5959,72100,93,1,1,97,15019,3,1,2015,1,0,3233,4552,325,0,4,7226586.5
3876,44129,16,0,0,34,27563,7,7,1999,1,1,3272,8426,700,0,10,4416603.9
4451,48434,33,1,0,87,18849,3,9,2002,0,0,8173,6719,913,1,1,4854900.2
7147,37729,90,0,0,16,87392,1,5,1993,1,0,5623,4565,537,0,10,3773925.3
3531,10781,21,1,0,31,97642,10,9,2020,0,1,1309,1688,398,0,0,1085988.0
827,76906,77,0,1,6,61028,2,1,2019,1,0,8938,7135,668,0,5,7692420.9
7790,92151,67,1,0,90,6559,2,2,2014,0,1,7860,7803,455,1,5,9228543.4
984,68895,50,0,1,2,24554,6,3,1995,0,1,8116,5357,626,1,6,6891689.5
7783,41439,87,1,0,30,16503,8,8,2006,0,0,8113,9968,340,1,2,4150655.6
2443,96478,98,1,0,95,73625,9,7,1993,0,0,2204,8880,847,1,0,9661311.3
8554,30458,50,0,1,43,40175,9,10,1994,0,0,2413,2580,821,0,9,3051295.4
345,13378,59,1,0,9,2735,1,1,2001,1,1,8171,5848,488,0,7,1342476.1
814,60244,35,1,1,47,69892,6,10,1995,1,0,1418,923,344,0,7,6034513.5
6166,6738,86,1,0,60,90438,6,5,2013,1,1,5201,565,303,0,10,680185.3
5779,45049,30,1,1,80,35151,8,10,2000,1,1,3486,2739,525,0,9,4519980.0
2116,80582,24,1,0,74,65750,1,3,2011,1,0,2241,2390,146,1,8,8067342.1
793,96687,11,1,0,61,31414,8,6,2016,0,0,9115,9092,806,1,5,9676763.6
6898,10944,27,1,0,30,57917,4,1,2017,0,0,1858,6423,207,0,6,1099743.7
2674,38301,66,1,1,53,92838,8,8,2004,0,0,2522,5594,336,0,1,3841237.4
94,78960,55,0,1,76,23408,8,4,2015,1,1,7126,5012,974,1,0,7900996.5
4225,62028,20,0,1,64,11907,6,7,1993,0,1,6994,3415,333,0,7,6205630.3
3756,16411,46,1,1,49,15145,6,10,2000,1,1,5097,7629,929,1,2,1652454.0
2891,31885,26,1,1,68,64954,9,2,2005,1,0,1974,489,732,1,7,3202805.5
2371,72170,33,0,1,86,43206,5,7,2020,1,0,1139,760,627,0,5,7229974.0
9388,1095,33,0,0,52,10758,10,1,2003,1,1,9343,4561,315,1,5,112264.3
3228,37815,67,0,0,26,44249,4,8,2005,0,1,5008,7152,518,1,0,3783946.5
7863,16267,24,0,1,41,87588,10,7,2015,0,0,5479,1592,345,1,5,1629931.5
6359,75727,78,1,1,44,10993,1,10,2012,1,1,8247,5240,323,0,8,7583793.2
9196,40571,8,0,0,18,6526,6,9,2014,1,0,4006,7710,658,1,8,4058935.4
7326,74263,16,1,0,81,63495,8,6,1993,1,0,2046,6611,208,0,5,7433776.3
6028,64044,31,0,0,43,8926,6,10,1991,0,0,9665,4147,975,0,2,6406275.1
1865,56361,40,1,0,22,81491,4,1,1995,0,0,110,3864,229,1,3,5639699.5
4612,281,52,0,1,38,56775,10,2,1994,1,0,7172,3199,826,1,1,34115.4
2645,91543,6,1,0,77,55027,5,9,2013,1,0,1902,9331,211,1,0,9166876.3
2243,71807,99,1,0,87,27489,4,6,1996,0,1,6710,7671,415,1,9,7193582.6
5373,33814,70,0,1,63,64240,8,6,2014,1,0,3128,8963,328,1,4,3390442.4
2336,73956,23,1,0,90,31225,3,5,2006,1,1,5045,3094,493,0,8,7400410.6
950,95444,10,0,1,10,95204,1,5,1992,0,1,711,4650,513,1,4,9547388.2
1120,81472,22,1,1,16,16662,8,7,2013,0,0,2042,3158,526,0,4,8157989.3
2204,35005,23,1,1,2,63019,3,4,2011,0,0,248,1820,807,1,1,3507342.1
419,30817,48,0,0,63,26230,9,3,2013,0,0,2444,9730,961,1,3,3086005.3
922,57970,2,1,1,53,59184,5,6,2013,0,0,2019,7550,512,1,5,5811905.3
8669,57337,55,1,1,97,85366,1,6,1992,1,0,4797,2014,438,0,3,5750227.2
5408,91673,4,0,0,47,57310,1,2,2011,1,0,2224,5015,153,0,4,9170900.1
5788,79399,21,1,0,44,42313,3,10,2006,0,1,1033,207,869,1,0,7946835.6
5742,28727,45,0,1,23,17857,6,6,2001,0,1,9487,4545,450,0,0,2877589.1
7667,28881,24,0,0,73,19599,3,10,2003,0,1,8218,4250,843,1,1,2890767.3
5567,32713,97,0,0,93,91667,10,8,1990,1,1,5579,8515,332,0,1,3278723.0
8135,18382,98,1,1,96,91977,4,5,2019,1,0,3381,4110,421,0,2,1850716.9
1202,93046,70,0,1,88,62940,3,7,2000,1,1,9528,6019,614,1,6,9312840.0
5765,32071,15,1,0,53,78354,2,5,1998,0,1,6938,2468,776,1,1,3213146.8
8389,83405,16,0,0,86,19556,4,2,2000,1,1,5515,5295,550,1,6,8347406.0
1970,74688,85,0,0,73,82728,5,7,2019,0,1,2289,4926,325,0,3,7475875.9
4018,88240,57,0,1,41,67863,6,10,1998,1,1,4460,2569,125,1,5,8830770.8
3687,58657,94,0,0,29,19097,2,3,2003,1,1,1608,9572,556,0,5,5867038.3
1997,88589,2,0,0,81,59791,5,8,2001,0,1,3643,7048,201,0,9,8866678.1
4033,75334,29,0,0,5,74152,4,2,2006,0,1,8790,1294,562,1,8,7534445.6
1248,56659,43,0,1,85,69541,6,8,2012,0,0,3855,4460,554,1,3,5671005.2
2192,68269,16,0,1,41,79661,6,6,2017,0,0,2860,5564,867,1,9,6835405.7
2712,79182,37,1,1,9,97339,4,3,1993,0,0,9600,8691,428,0,7,7922295.3
2190,82377,82,1,0,1,38588,4,9,1997,0,0,1171,2089,336,1,7,8241773.7
4670,13314,5,1,1,17,96126,5,9,2015,1,0,8189,526,663,0,7,1340591.5
5142,44966,52,0,0,18,32003,1,10,2020,1,0,5180,6140,328,1,8,4497556.0
5984,83789,40,0,0,55,85979,7,10,1992,0,1,518,5017,404,1,6,8382124.2
6565,43761,53,0,1,5,21224,1,10,2013,0,1,4391,298,559,1,0,4378702.3
7804,82968,98,1,0,97,34106,9,8,1998,1,0,6424,6461,601,0,7,8308551.8
6943,59501,23,0,0,72,20054,9,6,2011,1,0,1220,5162,341,0,3,5956711.1
2136,63437,51,1,1,78,84675,7,10,2000,0,0,4062,4048,156,1,10,6351922.0
1065,26721,12,0,1,27,88271,4,6,2013,0,0,4362,8073,123,1,3,2676647.3
600,50093,89,0,1,5,46453,8,1,2009,1,1,6873,7662,536,0,10,5013597.9
4227,70277,90,0,1,82,52593,3,6,2019,0,0,9819,236,659,1,10,7035192.9
7577,70077,65,0,0,43,43933,9,1,1990,1,0,6088,9949,669,1,1,7012548.0
77,67311,67,0,0,10,45626,3,3,1990,1,1,6928,7808,774,1,5,6732249.0
7546,91036,45,0,0,7,16941,5,3,2018,1,1,6440,1418,114,0,3,9104801.8
2898,70919,11,1,1,44,51455,1,10,1997,1,1,8742,1290,177,1,10,7101031.7
4820,6712,66,1,1,93,12438,5,10,2001,1,0,1150,3614,594,0,5,678200.1
9302,28247,72,0,1,97,19387,6,8,2006,0,0,518,9261,995,1,5,2837586.6
6413,42630,49,0,1,23,43807,2,6,1991,0,0,4767,331,814,0,2,4267672.1
9064,50678,76,0,0,32,93121,3,1,1992,1,1,6423,8856,569,1,8,5071621.2
8007,25694,75,1,1,96,92610,6,3,2003,1,0,4526,1695,257,0,4,2579016.3
5468,22855,24,0,0,80,53779,2,9,2017,1,1,2046,6048,906,0,2,2289561.7
5951,52264,50,1,1,89,83169,3,6,2006,1,1,491,4498,981,1,10,5230980.6
3391,21834,73,0,1,10,43959,8,9,2007,1,0,3222,2063,981,1,1,2189064.7
5415,7472,14,0,1,16,79447,10,3,1991,1,0,1922,9826,208,0,10,753639.1
2560,47144,24,1,0,94,39494,5,4,1992,1,1,3264,4594,601,0,10,4723888.2
8162,54620,82,1,1,89,49495,8,6,2021,1,1,5408,8103,988,0,4,5474758.1
2635,43250,2,0,1,55,36266,9,7,2019,1,0,6059,730,851,1,7,4334802.9
5256,3818,4,0,0,32,45234,9,1,2011,1,1,6682,7735,546,1,3,383235.1
3530,24168,18,0,0,92,73686,9,3,2017,0,1,736,4171,504,1,4,2420503.7
8567,88652,76,1,0,36,17201,9,2,2008,1,1,2119,9567,713,0,3,8873177.8
1908,87669,30,1,1,23,92149,8,3,2000,0,0,5640,1935,520,1,8,8777427.0
235,29356,96,1,1,46,4864,4,9,1990,1,1,1780,393,413,1,3,2948071.0
1604,61004,39,0,1,41,90839,10,6,2008,0,0,6712,7606,387,1,8,6103922.8
7984,17381,91,0,0,84,69052,1,9,1990,0,0,9496,1134,262,1,1,1740281.0
